source,target,asso,diss,adja
Abiotrophia,Allokutzneria,0.831543929,0.290220666,0.709779334
Abiotrophia,Anaerohalosphaera,0.816507252,0.302896639,0.697103361
Abiotrophia,Asaia,0.817129577,0.302382558,0.697617442
Abiotrophia,Bacterioplanoides,0.867611883,0.25728206,0.74271794
Abiotrophia,Blastomonas,0.87980549,0.245147415,0.754852585
Abiotrophia,Calycomorphotria,0.864035268,0.260734282,0.739265718
Abiotrophia,Candidozyma,0.847277111,0.276335746,0.723664254
Abiotrophia,Capilliphycus,0.836961301,0.285515936,0.714484064
Abiotrophia,Casimicrobium,0.862289129,0.262403193,0.737596807
Abiotrophia,Castellaniella,0.805980743,0.311463687,0.688536313
Abiotrophia,Catellatospora,0.824390989,0.29631825,0.70368175
Abiotrophia,Cellulomonas,0.802868134,0.313952119,0.686047881
Abiotrophia,Chakrabartyella,0.860484731,0.264116706,0.735883294
Abiotrophia,Chamaesiphon,0.864034228,0.26073528,0.73926472
Abiotrophia,Chitiniphilus,0.859396899,0.265144396,0.734855604
Abiotrophia,Chitinolyticbacter,0.807467296,0.310268194,0.689731806
Abiotrophia,Dichelobacter,0.803808346,0.313202534,0.686797466
Abiotrophia,Dickeya,0.807071412,0.310587015,0.689412985
Abiotrophia,Echinicola,0.845630829,0.27782114,0.72217886
Abiotrophia,Faecalimonas,0.8432943,0.279915791,0.720084209
Abiotrophia,Fastidiosipila,0.816665176,0.302766267,0.697233733
Abiotrophia,Granulicatella,0.86171668,0.262948018,0.737051982
Abiotrophia,Halomicrobium,0.828476631,0.29285096,0.70714904
Abiotrophia,Harbinvirus,0.835329583,0.286941124,0.713058876
Acetoanaerobium,Calothrix,0.805286203,0.31202067,0.68797933
Acetoanaerobium,Gloeobacter,0.819395222,0.300503559,0.699496441
Acetobacter,Acidisarcina,0.806484206,0.311059314,0.688940686
Acetobacter,Alicyclobacillus,0.800115409,0.316136514,0.683863486
Acetobacter,Annandia,0.804098626,0.312970744,0.687029256
Acetobacter,Halostagnicola,0.807095012,0.310568018,0.689431982
Acidisarcina,Alkalilimnicola,0.832298221,0.28957018,0.71042982
Acidisarcina,Anaeropeptidivorans,0.824296186,0.296398224,0.703601776
Acidisarcina,Annandia,0.806703209,0.31088325,0.68911675
Acidisarcina,Anoxybacter,0.846117949,0.277382454,0.722617546
Acidisarcina,Aromatoleum,0.849888609,0.273962945,0.726037055
Acidisarcina,Austwickia,0.81153608,0.306972247,0.693027753
Acidisarcina,Biomaibacter,0.812443473,0.306232369,0.693767631
Acidisarcina,Caldifermentibacillus,0.831474294,0.290280645,0.709719355
Acidisarcina,Catalinimonas,0.824221295,0.296461385,0.703538615
Acidisarcina,Chitinimonas,0.870107607,0.254845436,0.745154564
Acidisarcina,Chondrinema,0.805071708,0.312192483,0.687807517
Acidisarcina,Clostridium,0.808477172,0.309453412,0.690546588
Acidisarcina,Deinococcus,0.815136557,0.304025856,0.695974144
Acidisarcina,Flavobacterium,0.851550244,0.27244243,0.72755757
Acidisarcina,Frederiksenia,0.844616025,0.278732825,0.721267175
Acidisarcina,Fretibacter,0.815385278,0.303821265,0.696178735
Acidisarcina,Halalkalicoccus,0.839107259,0.283630694,0.716369306
Acidisarcina,Halorussus,0.813368979,0.305475875,0.694524125
Acidisarcina,Halostagnicola,0.80175343,0.314838506,0.685161494
Actinobaculum,Aeromonas,0.805787492,0.311618764,0.688381236
Actinobaculum,Aggregatibacter,0.858190874,0.266279107,0.733720893
Actinobaculum,Alloyangia,0.83945655,0.283322652,0.716677348
Actinobaculum,Alphabaculovirus,0.840486832,0.282412082,0.717587918
Actinobaculum,Anaerobutyricum,0.848320417,0.275390253,0.724609747
Actinobaculum,Anaeromyxobacter,0.820763564,0.29936302,0.70063698
Actinobaculum,Anaeropeptidivorans,0.844188827,0.279115722,0.720884278
Actinobaculum,Anaerostipes,0.834679077,0.287507324,0.712492676
Actinobaculum,Annandia,0.854150999,0.270045367,0.729954633
Actinobaculum,Aquipseudomonas,0.846327699,0.277193345,0.722806655
Actinobaculum,Atopobium,0.851262154,0.272706661,0.727293339
Actinobaculum,Audreyjarvisvirus,0.866601932,0.258261561,0.741738439
Actinobaculum,Aureibacter,0.833084916,0.28889019,0.71110981
Actinobaculum,Aureimonas,0.855589489,0.268710356,0.731289644
Actinobaculum,Australozyma,0.855475525,0.268816364,0.731183636
Actinobaculum,Babesia,0.804695047,0.312493962,0.687506038
Actinobaculum,Basilea,0.854428692,0.269788165,0.730211835
Actinobaculum,Brevibacillus,0.836038207,0.286323063,0.713676937
Actinobaculum,Caldinitratiruptor,0.803178484,0.31370489,0.68629511
Actinobaculum,Caminibacter,0.82578087,0.295143295,0.704856705
Actinobaculum,Catenovulum,0.831119511,0.290586036,0.709413964
Actinobaculum,Chitinimonas,0.801048781,0.315397542,0.684602458
Actinobaculum,Clostridium,0.812071276,0.306536069,0.693463931
Actinobaculum,Crocosphaera,0.819911538,0.30007371,0.69992629
Actinobaculum,Curculioniphilus,0.826822813,0.294259398,0.705740602
Actinobaculum,Desulfoscipio,0.857062063,0.267336808,0.732663192
Actinobaculum,Dickeya,0.800263333,0.316019514,0.683980486
Actinobaculum,Dolosigranulum,0.80234371,0.31436944,0.68563056
Actinobaculum,Eleftheria,0.824190767,0.296487127,0.703512873
Actinobaculum,Enterococcus,0.824149975,0.296521522,0.703478478
Actinobaculum,Frigidibacter,0.825205722,0.295630072,0.704369928
Actinobaculum,Frigoribacterium,0.812978546,0.305795237,0.694204763
Actinobaculum,Halalkalicoccus,0.831143453,0.290565437,0.709434563
Actinobaculum,Haloplanus,0.813679181,0.305221902,0.694778098
Actinobaculum,Halostagnicola,0.867419529,0.257468902,0.742531098
Aeribacillus,Aristophania,0.812879018,0.305876594,0.694123406
Aeribacillus,Bremerella,0.805537218,0.311819484,0.688180516
Aeribacillus,Delftia,0.830278603,0.291308597,0.708691403
Aeribacillus,Flaviflexus,0.814784199,0.304315462,0.695684538
Aeribacillus,Georgenia,0.833399728,0.288617629,0.711382371
Aeribacillus,Halolamina,0.849111658,0.274671023,0.725328977
Aerococcus,Allotamlana,0.810350755,0.307936068,0.692063932
Aerococcus,Amylolactobacillus,0.829064344,0.292348812,0.707651188
Aerococcus,Aquiluna,0.825591635,0.295303543,0.704696457
Aerococcus,Azospira,0.826221412,0.2947699,0.7052301
Aerococcus,Bremerella,0.814036786,0.304928856,0.695071144
Aerococcus,Dehalococcoides,0.826231011,0.294761759,0.705238241
Aerococcus,Flagellimonas,0.832425123,0.289460599,0.710539401
Aerococcus,Flaviflexus,0.810393916,0.307901026,0.692098974
Aerococcus,Haloprofundus,0.808823787,0.309173263,0.690826737
Aeromicrobium,Anaeropeptidivorans,0.828794535,0.292579447,0.707420553
Aeromicrobium,Austwickia,0.840212507,0.282654819,0.717345181
Aeromicrobium,Basilea,0.808168779,0.309702455,0.690297545
Aeromicrobium,Caldifermentibacillus,0.834779934,0.287419611,0.712580389
Aeromicrobium,Chondrinema,0.800829071,0.315571647,0.684428353
Aeromicrobium,Desemzia,0.805965319,0.311476067,0.688523933
Aeromicrobium,Desulfoscipio,0.807190841,0.310490869,0.689509131
Aeromicrobium,Ferriphaselus,0.808010609,0.309830108,0.690169892
Aeromicrobium,Fretibacter,0.809922988,0.308283159,0.691716841
Aeromicrobium,Halalkalicoccus,0.81186198,0.306706717,0.693293283
Aeromonas,Alphabaculovirus,0.824863758,0.295919112,0.704080888
Aeromonas,Aquipseudomonas,0.802382896,0.314338276,0.685661724
Aeromonas,Brevibacillus,0.803685953,0.313300213,0.686699787
Aeromonas,Carsonella,0.829650889,0.291846801,0.708153199
Aeromonas,Catellatospora,0.800107914,0.316142441,0.683857559
Aeromonas,Curculioniphilus,0.822115233,0.298232097,0.701767903
Aeromonas,Frigidibacter,0.824972618,0.29582713,0.70417287
Agathobaculum,Aquimarina,0.832803455,0.289133659,0.710866341
Agathobaculum,Claveliimonas,0.828928435,0.29246501,0.70753499
Aggregatibacter,Aggregatimonas,0.800201167,0.31606869,0.68393131
Aggregatibacter,Alicyclobacillus,0.827952239,0.293298279,0.706701721
Aggregatibacter,Alloyangia,0.879306376,0.245655882,0.754344118
Aggregatibacter,Alphabaculovirus,0.826125184,0.294851502,0.705148498
Aggregatibacter,Anaerobutyricum,0.819759198,0.300200601,0.699799399
Aggregatibacter,Anaeropeptidivorans,0.842789452,0.280366321,0.719633679
Aggregatibacter,Anaerostipes,0.876076019,0.248921656,0.751078344
Aggregatibacter,Aquaspirillum,0.800147804,0.316110895,0.683889105
Aggregatibacter,Aquipseudomonas,0.80620043,0.311287303,0.688712697
Aggregatibacter,Atopobium,0.832741399,0.28918731,0.71081269
Aggregatibacter,Audreyjarvisvirus,0.824030491,0.296622242,0.703377758
Aggregatibacter,Aureimonas,0.813027356,0.30575533,0.69424467
Aggregatibacter,Australozyma,0.840739433,0.282188383,0.717811617
Aggregatibacter,Babesia,0.810532903,0.307788155,0.692211845
Aggregatibacter,Basilea,0.873711467,0.251285229,0.748714771
Aggregatibacter,Brettanomyces,0.820905588,0.299244392,0.700755608
Aggregatibacter,Brevibacillus,0.816706283,0.302732321,0.697267679
Aggregatibacter,Caminibacter,0.814251262,0.304752964,0.695247036
Aggregatibacter,Clostridium,0.801595622,0.31496379,0.68503621
Aggregatibacter,Crocosphaera,0.815819287,0.30346393,0.69653607
Aggregatibacter,Curculioniphilus,0.821008841,0.299158118,0.700841882
Aggregatibacter,Desemzia,0.814563389,0.304496807,0.695503193
Aggregatibacter,Desulfoscipio,0.874348376,0.250650777,0.749349223
Aggregatibacter,Eleftheria,0.860056824,0.264521432,0.735478568
Aggregatibacter,Eneladusvirus,0.829599478,0.291890837,0.708109163
Aggregatibacter,Enterococcus,0.810770604,0.307595022,0.692404978
Aggregatibacter,Ferriphaselus,0.825362733,0.295497265,0.704502735
Aggregatibacter,Haemophilus,0.828259937,0.293035888,0.706964112
Aggregatibacter,Halalkalicoccus,0.80515455,0.312126136,0.687873864
Aggregatibacter,Haliotispira,0.84571539,0.277745036,0.722254964
Aggregatibacter,Haloplanus,0.869409624,0.255529231,0.744470769
Aggregatibacter,Halostagnicola,0.829650355,0.291847259,0.708152741
Aggregatibacter,Halovivax,0.808750847,0.309232237,0.690767763
Aggregatimonas,Aquaspirillum,0.80092501,0.315495634,0.684504366
Akanthomyces,Alkalibacterium,0.808033089,0.309811968,0.690188032
Akanthomyces,Eneladusvirus,0.858464839,0.266021767,0.733978233
Algicella,Allobranchiibius,0.840174613,0.282688333,0.717311667
Algicella,Alphabaculovirus,0.817458773,0.302110267,0.697889733
Algicella,Aureispira,0.834221397,0.287905021,0.712094979
Algicella,Brevibacillus,0.832340828,0.289533393,0.710466607
Algicella,Brochothrix,0.854573778,0.269653687,0.730346313
Algicella,Caminibacter,0.837403205,0.285128739,0.714871261
Algicella,Cardiobacterium,0.832180073,0.289672166,0.710327834
Algicella,Cryobacterium,0.854844553,0.269402531,0.730597469
Algicella,Dorea,0.812148528,0.306473059,0.693526941
Algicella,Frigidibacter,0.804057638,0.313003484,0.686996516
Algicella,Frigoribacterium,0.823137986,0.297373514,0.702626486
Algicella,Fusobacterium,0.84012755,0.282729951,0.717270049
Algicella,Galbibacter,0.81917154,0.30068959,0.69931041
Algicella,Gracilibacillus,0.807580694,0.31017681,0.68982319
Algicella,Halanaerobium,0.840740573,0.282187373,0.717812627
Algicella,Herbaspirillum,0.840784345,0.282148591,0.717851409
Alicyclobacillus,Alloyangia,0.82606601,0.29490167,0.70509833
Alicyclobacillus,Anaeropeptidivorans,0.828533238,0.292802631,0.707197369
Alicyclobacillus,Anaerostipes,0.840334369,0.282547015,0.717452985
Alicyclobacillus,Basilea,0.818723228,0.301062096,0.698937904
Alicyclobacillus,Brachybacterium,0.801332117,0.315172876,0.684827124
Alicyclobacillus,Desulfoscipio,0.845558349,0.277886354,0.722113646
Alicyclobacillus,Ferriphaselus,0.825524343,0.295360506,0.704639494
Alicyclobacillus,Gloeobacter,0.836385818,0.28601939,0.71398061
Alicyclobacillus,Haliotispira,0.814866507,0.304247838,0.695752162
Alicyclobacillus,Haloplanus,0.839833504,0.282989837,0.717010163
Alicyclobacillus,Hamiltonella,0.808285272,0.309608404,0.690391596
Alienimonas,Caldinitratiruptor,0.840432759,0.282459945,0.717540055
Alienimonas,Catalinimonas,0.824546326,0.296187166,0.703812834
Alkalibacterium,Changchengzhania,0.805617287,0.311755283,0.688244717
Alkalibacterium,Chitinibacter,0.813909282,0.305033374,0.694966626
Alkalibacterium,Dysosmobacter,0.846473194,0.277062093,0.722937907
Alkalibacterium,Eneladusvirus,0.824196133,0.296482603,0.703517397
Alkalihalophilus,Babesia,0.814839645,0.304269909,0.695730091
Alkalihalophilus,Duganella,0.805017943,0.312235533,0.687764467
Alkalihalophilus,Eleftheria,0.813855521,0.305077432,0.694922568
Alkalihalophilus,Eneladusvirus,0.808041925,0.309804838,0.690195162
Alkalihalophilus,Haemophilus,0.829850876,0.291675439,0.708324561
Alkalihalophilus,Halovivax,0.819548864,0.300375711,0.699624289
Alkalilimnicola,Alternaria,0.828060181,0.293206258,0.706793742
Alkalilimnicola,Anaeropeptidivorans,0.827480445,0.293700149,0.706299851
Alkalilimnicola,Anoxybacter,0.837269842,0.285245647,0.714754353
Alkalilimnicola,Aromatoleum,0.857757884,0.266685317,0.733314683
Alkalilimnicola,Auraticoccus,0.806745221,0.310849464,0.689150536
Alkalilimnicola,Austwickia,0.803362528,0.313558186,0.686441814
Alkalilimnicola,Caldifermentibacillus,0.840893899,0.282051503,0.717948497
Alkalilimnicola,Catalinimonas,0.805444396,0.311893896,0.688106104
Alkalilimnicola,Chazhemtobacterium,0.804046858,0.313012094,0.686987906
Alkalilimnicola,Chitinimonas,0.849420865,0.274389445,0.725610555
Alkalilimnicola,Citricoccus,0.823546098,0.297030219,0.702969781
Alkalilimnicola,Citrifermentans,0.821580514,0.298680001,0.701319999
Alkalilimnicola,Clostridium,0.838566476,0.284106955,0.715893045
Alkalilimnicola,Flavobacterium,0.819680769,0.300265908,0.699734092
Alkalilimnicola,Frederiksenia,0.846392219,0.277135149,0.722864851
Alkalilimnicola,Gallibacterium,0.85196312,0.272063302,0.727936698
Allobranchiibius,Alphabaculovirus,0.847924291,0.275749623,0.724250377
Allobranchiibius,Anaerotruncus,0.818538897,0.301215125,0.698784875
Allobranchiibius,Aquabacter,0.818618209,0.301149291,0.698850709
Allobranchiibius,Aquipseudomonas,0.832089343,0.289750459,0.710249541
Allobranchiibius,Aureispira,0.845219415,0.278191108,0.721808892
Allobranchiibius,Austwickia,0.826566796,0.294476827,0.705523173
Allobranchiibius,Brevibacillus,0.86598803,0.258855143,0.741144857
Allobranchiibius,Brochothrix,0.84654148,0.277000469,0.722999531
Allobranchiibius,Caminibacter,0.864942627,0.259862823,0.740137177
Allobranchiibius,Capsulimonas,0.834510446,0.287653919,0.712346081
Allobranchiibius,Cardiobacterium,0.864678935,0.260116383,0.739883617
Allobranchiibius,Cryobacterium,0.872531391,0.25245654,0.74754346
Allobranchiibius,Curculioniphilus,0.826338449,0.294670622,0.705329378
Allobranchiibius,Desulfitobacterium,0.83762804,0.284931536,0.715068464
Allobranchiibius,Dolosigranulum,0.804958351,0.312283244,0.687716756
Allobranchiibius,Electrothrix,0.831590446,0.290180594,0.709819406
Allobranchiibius,Ferriphaselus,0.815752548,0.303518905,0.696481095
Allobranchiibius,Frigidibacter,0.843602387,0.279640495,0.720359505
Allobranchiibius,Frigoribacterium,0.857165147,0.267240391,0.732759609
Allobranchiibius,Fusobacterium,0.889216502,0.235354518,0.764645482
Allobranchiibius,Galbibacter,0.849479923,0.274335631,0.725664369
Allobranchiibius,Gracilibacillus,0.845637704,0.277814953,0.722185047
Allobranchiibius,Halanaerobium,0.849912771,0.273940896,0.726059104
Allobranchiibius,Haliotispira,0.806852389,0.310763263,0.689236737
Allobranchiibius,Heliomicrobium,0.817227875,0.302301278,0.697698722
Allobranchiibius,Herbaspirillum,0.852431947,0.271632153,0.728367847
Allokutzneria,Anaerohalosphaera,0.831684926,0.290099185,0.709900815
Allokutzneria,Aurantimonas,0.822054159,0.298283289,0.701716711
Allokutzneria,Bacterioplanoides,0.821919645,0.298396008,0.701603992
Allokutzneria,Blastomonas,0.843969998,0.279311656,0.720688344
Allokutzneria,Calycomorphotria,0.811271953,0.307187278,0.692812722
Allokutzneria,Candidozyma,0.837774669,0.284802854,0.715197146
Allokutzneria,Casimicrobium,0.801609792,0.314952542,0.685047458
Allokutzneria,Castellaniella,0.812653,0.306061268,0.693938732
Allokutzneria,Chakrabartyella,0.825076402,0.295739411,0.704260589
Allokutzneria,Chitiniphilus,0.810316567,0.307963824,0.692036176
Allokutzneria,Echinicola,0.836576449,0.285852717,0.714147283
Allokutzneria,Harbinvirus,0.821583333,0.298677641,0.701322359
Allotamlana,Amylolactobacillus,0.833129553,0.28885156,0.71114844
Allotamlana,Azospira,0.819106165,0.30074394,0.69925606
Allotamlana,Dehalococcoides,0.82821262,0.293076253,0.706923747
Allotamlana,Flagellimonas,0.828933428,0.292460743,0.707539257
Allotamlana,Flaviflexus,0.845428527,0.278003123,0.721996877
Allotamlana,Georgenia,0.804991617,0.312256612,0.687743388
Allotamlana,Haloprofundus,0.838849377,0.283857907,0.716142093
Alloyangia,Anaerobutyricum,0.810602649,0.307731499,0.692268501
Alloyangia,Anaeropeptidivorans,0.828516902,0.292816579,0.707183421
Alloyangia,Anaerostipes,0.86412103,0.260652038,0.739347962
Alloyangia,Atopobium,0.8275974,0.293600579,0.706399421
Alloyangia,Audreyjarvisvirus,0.801510473,0.315031369,0.684968631
Alloyangia,Australozyma,0.809244632,0.308832777,0.691167223
Alloyangia,Babesia,0.817159394,0.302357905,0.697642095
Alloyangia,Basilea,0.862749944,0.261963792,0.738036208
Alloyangia,Brettanomyces,0.824660196,0.296091036,0.703908964
Alloyangia,Caulobacter,0.806821373,0.310788213,0.689211787
Alloyangia,Crocosphaera,0.814111042,0.304867969,0.695132031
Alloyangia,Desulfoscipio,0.859012932,0.265506184,0.734493816
Alloyangia,Eleftheria,0.874985823,0.250014177,0.749985823
Alloyangia,Eneladusvirus,0.841427141,0.281578461,0.718421539
Alloyangia,Enterococcus,0.827384765,0.293781582,0.706218418
Alloyangia,Ferriphaselus,0.821956875,0.298364814,0.701635186
Alloyangia,Haemophilus,0.843503227,0.27972913,0.72027087
Alloyangia,Haliotispira,0.8340673,0.288038799,0.711961201
Alloyangia,Haloplanus,0.863016421,0.261709361,0.738290639
Alloyangia,Halostagnicola,0.824722199,0.296038681,0.703961319
Alloyangia,Halovivax,0.813762328,0.305153791,0.694846209
Alphabaculovirus,Anaerobutyricum,0.831936092,0.289882655,0.710117345
Alphabaculovirus,Anaeropeptidivorans,0.806123973,0.311348701,0.688651299
Alphabaculovirus,Aquipseudomonas,0.875021385,0.249978614,0.750021386
Alphabaculovirus,Arenibacter,0.812348757,0.306309682,0.693690318
Alphabaculovirus,Atopobium,0.821888327,0.298422245,0.701577755
Alphabaculovirus,Audreyjarvisvirus,0.845205162,0.278203917,0.721796083
Alphabaculovirus,Aureibacter,0.806239408,0.311255998,0.688744002
Alphabaculovirus,Aureimonas,0.832001977,0.289825829,0.710174171
Alphabaculovirus,Aureispira,0.835682342,0.286633615,0.713366385
Alphabaculovirus,Australozyma,0.852281691,0.271770408,0.728229592
Alphabaculovirus,Austwickia,0.824833996,0.295944255,0.704055745
Alphabaculovirus,Basilea,0.822480563,0.297925693,0.702074307
Alphabaculovirus,Brevibacillus,0.897760524,0.226096745,0.773903255
Alphabaculovirus,Caminibacter,0.894105252,0.230102963,0.769897037
Alphabaculovirus,Cardiobacterium,0.801700217,0.314880758,0.685119242
Alphabaculovirus,Catenovulum,0.830286188,0.291302087,0.708697913
Alphabaculovirus,Cryobacterium,0.89101992,0.233431018,0.766568982
Alphabaculovirus,Curculioniphilus,0.892727677,0.231594822,0.768405178
Alphabaculovirus,Desulfoscipio,0.818894873,0.30091953,0.69908047
Alphabaculovirus,Dickeya,0.81339757,0.305452476,0.694547524
Alphabaculovirus,Dolosigranulum,0.800234431,0.316042378,0.683957622
Alphabaculovirus,Duganella,0.805832463,0.311582683,0.688417317
Alphabaculovirus,Ferriphaselus,0.809835677,0.308353955,0.691646045
Alphabaculovirus,Frigidibacter,0.884099229,0.240728864,0.759271136
Alphabaculovirus,Frigoribacterium,0.887500006,0.237170819,0.762829181
Alphabaculovirus,Fusobacterium,0.864041787,0.260728032,0.739271968
Alphabaculovirus,Galbibacter,0.801934678,0.314694552,0.685305448
Alphabaculovirus,Halanaerobium,0.878654681,0.246318208,0.753681792
Alphabaculovirus,Haliotispira,0.818692012,0.301088017,0.698911983
Alphabaculovirus,Haloplanus,0.816704695,0.302733633,0.697266367
Alphabaculovirus,Halostagnicola,0.814653147,0.304423104,0.695576896
Alphabaculovirus,Herbaspirillum,0.837985209,0.284617982,0.715382018
Alphaentomopoxvirus,Brochothrix,0.812137332,0.306482192,0.693517808
Alphaentomopoxvirus,Christensenella,0.814242231,0.304760372,0.695239628
Alternaria,Anoxybacter,0.805427241,0.311907645,0.688092355
Alternaria,Aromatoleum,0.812871739,0.305882544,0.694117456
Alternaria,Citrifermentans,0.82319783,0.2973232,0.7026768
Alternaria,Clostridium,0.820400852,0.299665771,0.700334229
